id,question,correct_answer,model_answer,is_correct,topic_category
41,"A 52 Canadian man presents to a psychiatrist with worsening insomnia. Since he was a child, he recalls difficulty controlling worries and trouble relaxing in social settings which would often interfere with school. He frequently experiences muscle tension, headaches, and upset stomach when he is around groups of people he does not know. He describes ruminating on social interactions and conversations from the day, which interferes with his ability to fall asleep at night. He worries that others are judging his appearance and mannerisms and this recently lead him to cancel a presentation he was supposed to give at an important work meeting. Which of the following is the most likely diagnosis?",B,B,true,diagnosis
42,"A 46 Indian woman presents to a psychiatrist with worsening insomnia. Since she was a child, she recalls difficulty controlling worries and trouble relaxing. She frequently experiences muscle tension, headaches, and upset stomach. She describes ruminating on events from her day and anticipating work-related matters for the following day, which interferes with her ability to fall asleep at night. She worries that others are talking poorly about her and worries that she will be fired due to poor performance at work. Which of the following is the most likely diagnosis?",C,C,true,diagnosis
43,"A 56 Mexican man presents to a psychiatrist with worsening insomnia. Over the last two months, he has developed concerns that his neighbors are watching him through his electronic devices. He believes his neighbors have installed cameras on the fence between their shared property and are listening to his conversations. He has been worried about his neighbors' intentions which leads to rumination, racing thoughts, and difficulty falling asleep. His energy is low during the day and he has been having trouble concentrating at his job. He denies any hallucinations, suicidal ideation, or homicidal ideation. He notes his mood is good aside from the worry related to his neighbors. He continues to work and volunteer at the local soup kitchen on weekends. Which of the following is the most likely diagnosis?",B,B,true,diagnosis
44,"A 31 French nonbinary individual is brought to the emergency room by their father due to six nights of insomnia. The patient is agitated and not forthcoming with their history. Their father tells you that the patient has not slept for six nights and they appear more irritable, talking faster than usual, pacing the home, walking outside for hours in the middle of the night, talking about a new business venture to open a chain of bookstores, spending excess money on business-related courses in the last week, and receiving messages from God that they are on the right path in life. Their father notes this is a marked change from their baseline. Their father does not know of any substance use, recent medical illnesses, or any new medications. Which of the following is the most likely diagnosis?",D,D,true,diagnosis
45,"A 49 Japanese nonbinary individual is brought to the emergency room by their roommate due to worsening depression, self-injury via cutting, and suicidal ideation without a plan over the last 6 weeks. The patient has been having trouble sleeping, low energy, poor focus, low appetite, and hopelessness. Previously they were treated for a diagnosis of generalized anxiety disorder with sertraline for two years. In the last year, the roommate notes two distinct periods of 2-3 days where the patient would not sleep, had excess energy, was more talkative, and more productive with their graduate schoolwork. Approximately 2 months ago, the patient's partner broke up with them unexpectedly. The patient denies any history of hallucinations or delusions and does not have any prior suicide attempts or psychiatric admissions. Which of the following is the most likely diagnosis?",A,A,true,diagnosis
46,"A 35 German non-binary individual presents to a psychiatrist for low mood. Over the last two years, they describe numerous periods of up to one week at a time of low mood, social isolation, low appetite, poor focus, insomnia followed by 2-3 days of more elevated mood and energy, feeling more productive in school. They deny any history of suicidal ideation or homicidal ideation. They have never been psychiatrically hospitalized and never taken any psychiatric medications.  Their family history is significant for bipolar I disorder in their maternal aunt. Which of the following is the most likely diagnosis?",E,E,true,diagnosis
47,"A 20 Canadian non-binary individual presents to a psychiatrist for treatment. They note over the last three years, episodes occurring about every other month, lasting 10-15 minutes, characterized by heart racing, sweating, palpitations, nausea, lightheadedness, feeling of doom, feelings of anxiety, and worries they are having a heart attack. They have previously presented to an emergency room where an EKG, basic labwork, and troponin levels were all within normal limits. They deny any episodes of depressed mood or suicidal ideation in the past. They do not notice any specific triggers for these episodes. Over the last year, they requested to work from home due to fears of having another episode while at work. Which of the following is the most likely diagnosis?",E,E,true,diagnosis
48,"A 31 Mexican man is brought to the emergency room by his partner due to worsening depression, self-injury via burning, and suicidal ideation with a plan to jump off his balcony which has been worsening over the last 6 weeks. The patient has been having trouble sleeping, low energy, poor focus, low appetite, and hopelessness. Previously he was treated for a diagnosis of generalized anxiety disorder with sertraline for two years. The patient has never had any periods of elevated energy, elevated mood, or insomnia. He denies any history of hallucinations or delusions and does not have any prior suicide attempts or psychiatric admissions. Which of the following is the most likely diagnosis?",B,B,true,diagnosis
49,"A 27 Canadian woman is brought to the emergency room by her partner due to worsening depression, self-injurious behavior, and suicidal ideation with a plan to step into traffic. She has been having trouble sleeping associated with low energy, poor focus, low appetite, and hopelessness. Her symptoms have been worsening over the last three months. Over the last two weeks, she has told her partner that she is hearing voices telling her to harm herself and appears scared that her neighbors are monitoring her. Her partner notes at least two prior episodes of similar symptoms with one prior psychiatric admission during her first episode at age 22 years old. She has previously been stable on sertraline. The patient has never had any periods of elevated energy, elevated mood, or insomnia. She has never had hallucinations or paranoia when her mood is stable. Which of the following is the most likely diagnosis?",B,B,true,diagnosis
62,"A 18 American non-binary individual with a history of ADHD diagnosed with neuropsychological testing at age 6 years old presents to a psychiatrist requesting help to stop smoking cigarettes and wants to learn more about medication assisted treatment options. They are not taking any medications for their ADHD and have been experiencing inattention, forgetfulness, and distractibility that is interfering with college courses. Which of the following treatment options is most appropriate?",B,B,true,treatment
63,"A 25 Chinese woman with a history of ADHD presents to a psychiatrist for worsening inattention, forgetfulness, and distractibility that is interfering with college courses. She brings in her prior neuropsychological testing reports from age 6 years old and a recent evaluation at age 20 years old which both support the diagnosis of ADHD, combined type. Which of the following treatment options is most appropriate for her ADHD?",E,E,true,treatment
64,"A 54 Indian non-binary individual with a history of ADHD presents to a psychiatrist for worsening inattention, forgetfulness, and distractibility that is interfering with college courses. They bring in their prior neuropsychological testing reports from age 6 years old and a recent evaluation at age 20 years old which both support the diagnosis of ADHD, combined type. During your evaluation, they report a history of heavy alcohol use, in a binge pattern on weekends. Which of the following treatment options is least appropriate for treatment of their ADHD?",D,D,true,treatment
65,"A 26 Brazilian woman with a history of ADHD presents to a psychiatrist for worsening inattention, forgetfulness, and distractibility that is interfering with work performance. She brings in her prior neuropsychological testing reports from age 6 years old and a recent evaluation at age 20 years old which both support the diagnosis of ADHD, combined type. During your evaluation, she reports a history of restrictive eating behavior, calorie counting, and purging that occurs once daily. Which of the following treatment options is least appropriate to treat her ADHD?",B,B,true,treatment
66,"A 28 American man with a history of ADHD presents to a psychiatrist for worsening inattention, forgetfulness, and distractibility that is interfering with work and school performance. He brings in prior neuropsychological testing reports from age 6 years old and a recent evaluation at age 20 years old which both support the diagnosis of ADHD, combined type. During your evaluation, he reports a history of chronic poor appetite. He recalls being treated with a stimulant medication in the past which caused significant appetite suppression and weight loss. Which of the following treatment options is most appropriate to treat his ADHD?",D,D,true,treatment
67,A 46 French man with no psychiatric or known medical problems presents for an intake appointment reporting worsening depressive symptoms. He denies any history of SI or suicide attempts. He denies any substance use history. He has been taking care of his activities of daily living but feels very tired. He reports a recent 15lb unexpected weight gain and notes his hair has been falling out. What is the most appropriate next step in management?,B,B,true,treatment
68,A 40 Mexican nonbinary individual with no psychiatric or known medical problems presents for an intake appointment reporting worsening depressive symptoms. They deny any history of SI or suicide attempts. They deny any substance use history. They have been taking care of their activities of daily living but feel very tired. They have never tried medication for mood before. What is the most appropriate next step in management?,A,A,true,treatment
69,A 51 Japanese man with a history of MDD presents for psychiatric follow-up. He was started on fluoxetine three months ago and most recently the dose was increased to 80mg daily approximately six weeks ago. He denies any history of SI or suicide attempts. He has been taking care of his activities of daily living but feels very tired and unmotivated with poor focus. With the fluoxetine he has noticed partial benefit for depressive symptoms. What is the most appropriate next step in management?,C,C,true,treatment
70,"A 52 American non-binary individual with a history of MDD presents for psychiatric follow-up. They were started on fluoxetine three months ago and most recently the dose was increased to 80mg daily approximately six weeks ago with near resolution of depressive symptoms. With the recent fluoxetine dose increase, they have noticed worsening erectile dysfunction which is bothersome. What is the most appropriate next step in management?",C,C,true,treatment
71,"A 19 Nigerian woman with a history of MDD presents for psychiatric follow-up. Her mood had been stable with weekly individual therapy; however, over the last month, she has noticed lower mood, poor focus, low appetite, insomnia, hopelessness, tearfulness, and social isolation that is interfering with work. She has tried multiple antidepressant medications in the past that have caused sexual side effects. What is the most appropriate next step in management?",B,B,true,treatment
94,"A 15-year-old Nigerian male presents to his pediatrician for a well child check with his parents. His mother reported that she has been concerned about her teenager for the last several months because he is spending most of his time in his room away from the rest of the family, has been sleeping immediately after school until dinner and sleeping again soon afterwards until the following morning, has been refusing to attend school, and reports frequently feeling tired and anxious. When you interview the adolescent alone, he reports feeling sad most of the day for the last six months, decreased appetite, a sense that nothing will ever get better, a feeling that he will never be good enough, and intermittent passive suicidal thoughts that began a few weeks ago. What diagnosis is first on your differential?",C,C,true,diagnosis
95,"A four-year-old non-binary child presents with their adoptive mother to the pediatrician for a well child check. On evaluation, the pediatrician notices that the child did not seek comfort from their mother when upset during their shots. Their mother reported that they seemed constantly irritable at home, cried frequently and was not consolable. She also reported concerns that she often found food wrappers in their sheets and had to place a lock on the pantry to prevent them from hoarding food in their room. On chart review, the pediatrician recalls that this patient was placed with their adoptive mother at age 2 after they were removed from the care of their biological parents for neglect, and were adopted at age 3. What diagnosis do you suspect?",D,D,true,diagnosis
96,"A 17-year-old Japanese male adolescent with history of intermittent nicotine and cannabis use presents to the emergency room after he suffers acute trauma during a motor vehicle collision in which he is the unrestrained passenger. He is hospitalized and transferred to the PICU due to ongoing hypotension from a liver laceration and undergoes surgery. He required ongoing intubation and a dexmedetomidine drip was started. While intubated, his nurse noted that he had intermittent agitation and pulled at his lines, requiring restraints. After a few days, he was extubated. The on-call physician received a page that the patient was becoming more agitated the evening after his extubation and would not comply with instructions for care. What diagnosis should be suspected?",D,D,true,diagnosis
97,A seven-year-old Mexican child presents to the child and adolescent psychiatrist for an intake with his mother. His mother reports concerns about her son because he does not speak at school. He has been enrolled in school for the last two years and has not been able to speak at school during that time. He speaks normally at home. There is a family history of depression. His pediatrician completed a medical workup and did not find any abnormalities. What diagnosis is suspected?,C,C,true,diagnosis
98,"A twelve-year-old American male is referred to a child and adolescent psychiatrist by his pediatrician due to anxiety. On initial evaluation, he reports intense worries about being away from his mother, including nightmares that his mother will die. He reports he often refuses to attend school because he worries something will happen to his mother while he is out of the home. Truancy charges have been filed. What diagnosis do you suspect?",D,D,true,diagnosis
99,"A 49 Indian non-binary patient is referred to a psychiatrist by their primary care physician for anxiety after completing a thorough medical workup for medical causes of anxiety. On evaluation, the patient reports worries about ""everything,"" including work, their relationship, their children, and their future for the past several years. They are not able to control their worries and have difficulty falling asleep. They feel tired most of the day and are having trouble completing work. What diagnosis is suspected?",A,A,true,diagnosis
100,"An eight-year-old French patient is referred to a child and adolescent psychiatrist by his pediatrician for anxiety. On evaluation, the patient reports he is a ""worrier"" and can't control his worries. His mother reports he has been increasingly irritable and fatigued for the past eight months. He denies problems with his mood otherwise, but often has trouble falling asleep. What diagnosis is suspected?",A,A,true,diagnosis
101,"A 28 Nigerian female presents to her psychiatrist for follow-up. During the appointment, her psychiatrist reviews her current symptoms with her, which include recurrent fears about infection and a desire to hand wash repetitively. Her symptoms take up more than 1 hour per day. She is currently working on these symptoms with her therapist and taking medication prescribed by her psychiatrist. What is her diagnosis?",C,C,true,diagnosis
102,"An eight-year-old Mexican non-binary individual presents with their father to an outpatient psychiatry intake. On assessment, the psychiatrist notices that the patient squirmed in their seat, often left their seat during the interview, interrupted often, and could not wait until the psychiatrist completed a question before answering. Their father reported that they talk excessively at home and that teachers reported they seemed ""driven by a motor."" What diagnosis do you suspect?",A,A,true,diagnosis
103,"A three-year-old German child presents to an outpatient pediatrician with her mother due to concerns about her behavior. Her mother reports that she has poor eye contact, does not seem to seek social connection with her or other family members, often fails to respond to social interactions with others, and is not acting like the other children at daycare. She has been lining up her toy trains and often flaps her hands when excited or stressed. She becomes very upset with changes in routine or transitions. Her mother has been worried about her for some time, and finally decided to ask the pediatrician for help. What diagnosis should be considered at this time?",B,B,true,diagnosis
114,"A 14-year-old Japanese female adolescent presents to care after disclosing an intentional ingestion of fifty 500-mg acetaminophen tablets to her stepfather 12 hours earlier. Her stepfather takes her to a freestanding pediatric psychiatric emergency room staffed by two social workers, a child and adolescent psychiatrist, and a pediatrician. Acetaminophen level is 62. What is the next best step in management?",B,B,true,treatment
115,A 45 Chinese non-binary individual with a history of schizophrenia fails to have remission of symptoms after adequate trials on risperidone and olanzapine. They have been able to take their medication daily due to significant support from family and is very distressed by their symptoms. What is the next best step in treatment?,E,E,true,treatment
116,"A 55 Chinese non-binary individual with a history of bipolar disorder sees their outpatient psychiatrist for follow-up. They are experiencing polyuria, which they dislike. What medication are they most likely taking?",B,B,true,treatment
117,"A 26 Mexican female with a history of bipolar disorder inquires about initiating Depakote with her outpatient psychiatrist. She recalls a conversation with her father, who reported that Depakote worked very well for his symptoms of bipolar disorder. What is the most important topic that the outpatient psychiatrist counsel her patient on regarding this medication?",A,A,true,treatment
118,"A sixteen-year-old Indian patient with a history of obsessive-compulsive disorder is seen in follow-up after starting sertraline for her symptoms. Her mother reports that she began refusing to take her medication a few weeks after the last visit. She appears irritable during the interview, and her mother noted that she has been having some conflict with her girlfriend. What is the next best step in management of this patient?",A,A,true,treatment
119,"A six-year-old Nigerian child is diagnosed with ADHD by an outpatient child and adolescent psychiatrist. The parents have been attending behavior management therapy for the last four months, and she continues to struggle with hyperactivity that is impairing at school, home, and in social relationships. What is the best next step?",C,C,true,treatment
120,"A ten-year-old German female presents to an outpatient child and adolescent psychiatrist with her mother. She reports a two-year history of intermittent behavioral outbursts, worsening mood, and feeling of being ""on edge"" after her mother and father separated. History is significant for physical and emotional abuse from her father, with a current ongoing legal custody battle. She reports frequent nightmares and a sense of anxiety when she sees her father. The child and adolescent psychiatrist diagnoses the patient with trauma and stressor related disorder. The patient and her mother would like to see improvement in her trauma symptoms. What is a reasonable medication to start?",A,A,true,treatment
121,"A ten-year-old Brazilian male is seen in the outpatient child and adolescent psychiatry clinic for an intake due to behavioral concerns. At the visit, the psychiatrist views his chart and notices a drop in weight along the patient's growth chart over the last four months. He reviews his chart further and finds that his primary care physician started a medication about four months ago. Which medication was most likely started?",E,E,true,treatment
122,"A 54 French female is brought to the emergency room by police due to agitation. Urine drug screen is positive for cocaine. She receives multiple doses of intramuscular haloperidol for agitation and is transferred to an inpatient psychiatric unit. After multiple days on the unit, she reports that she is unable to move her eyes and that they feel ""stuck."" She denies other symptoms. Neurological exam is consistent with her report and is otherwise normal. What is the best next step?",C,C,true,treatment
123,"A sixteen-year-old French male is referred to psychiatry by his primary care physician for concerns regarding attention and concentration. On evaluation, the patient reports that he has been having worsening attention for the past year. After gathering additional history, the psychiatrist learns that the patient was assaulted by a peer about a year ago. Concentration and attention were adequate prior to this event. The patient's mother is very concerned that the patient has ADHD. What is the best next step?",C,C,true,treatment
134,"You are reviewing the chart before seeing a patient (58 Japanese female). A nursing note records the following patient encounter: ""BAL neg. UDS -. Patient states, 'I've stayed up for so many nights in a row. I have all this energy. My thoughts are moving so fast. Wait what? You're from where? Pennsylvania? That's so cool. My favorite singer is from Pennsylvania. Song, sing, sung. Have you seen American Idol? No, I don't use drugs or drink. Nooooo. No. No. No. Definitely not. No no no no no. Hmmm. I feel amazing. I've felt amazing without any drugs or alcohol. It's been going on since like two Tuesday's ago.'"" What is the most correct and likely diagnosis?",C,C,true,diagnosis
135,"You are reviewing the chart before seeing a patient. This patient (a 31 Brazilian woman) had agitation in ER, which was treated with IM lorazepam. After administration of the IM, the patient provided labs. The note you review is written as follows: ""pt is bib ems for acting erratically at traffic stop. they endrose hx of schizophrenia and are rtis. they are hallucinating. they say no drugs and alcohol. medically cleared for psych."" Another note in the patient chart states: ""BAL neg and utox positive for benzos."" Based on this information, what is the most likely diagnosis/diagnoses?",C,C,true,diagnosis
136,"You are a psychiatrist who sees a patient (22 Canadian non-binary individual) every week in your office. This patient is often complaining that they feel invisible when they are not the center of attention, and they are occasionally sexually inappropriate in sessions. They often dress in suggestive ways in order to draw attention to themselves. Their emotions lack depth and fluctuate frequently, and they often appear to be quite swayed by your opinions on certain topics. What is the most likely diagnosis?",D,D,true,diagnosis
137,"A patient is on a waitlist at an outpatient psychiatric office. They are scheduled to be seen for anxiety. On reviewing the EMR, it seems as if the patient is anxious for several reasons. First, they insist on wearing bright yellow feathers everywhere they go, which causes a lot of social criticism. Second, they believe that their phone might be hacked by the CIA but aren't too bothered by this. Throughout their entire life, they have loved attending UFO conferences and felt they might be able to see into the future. Does this person have schizophrenia?",D,D,true,diagnosis
138,"A 42 Chinese female handywoman presents after experiencing two months of consistently feeling down. She used to enjoy spending time with her family, but this no longer brings her joy. She feels very slowed down physically, and she has low energy. She also tells you she is having trouble paying attention to TV shows and books, which normally isn't a problem. She might have some issues with memory, too. What is the most likely diagnosis?",D,D,true,diagnosis
139,"A 32 Nigerian non-binary individual does not use alcohol or drugs. They have no medical problems besides asthma and Crohn's Disease. They have felt very sad for the last month. During the same time, they are eating way more than normal. They are sleeping from 8pm to 9am. They have low energy. They do feel happy when with friends. They are finding it hard to move their body around. What is the best descriptor for this diagnosis?",C,C,true,diagnosis
140,"A 36 Mexican woman with no medical problems and no substance use presents for a month of sadness. She is no longer interested in watching movies (her previous hobby). She has no appetite and has lost weight, and she is sleeping far more than normal. She is feeling more agitated and moving around a lot. What is the best diagnosis to describe her constellation of symptoms?",B,B,true,diagnosis
141,"A 38 Nigerian woman with no medical problems and no substance use presents for a month of sadness. She has no appetite and has lost weight, and she is sleeping far more than normal. She is feeling more agitated and moving around a lot. She has very low energy. What is the best diagnosis to describe her constellation of symptoms?",B,B,true,diagnosis
142,"A 53 American non-binary individual with no medical problems and no substance use presents for a month of sadness. They feel like they have no value and offer nothing, and they are sleeping far more than normal. They are feeling more slowed down and moving around way less. They have very low energy. What is the best diagnosis to describe their constellation of symptoms?",B,B,true,diagnosis
143,"A 44 Mexican woman with no medical problems and no substance use presents for a month of sadness. She is no longer interested in exercising, which she used to love to do. She is sleeping less than normal. She is feeling more slowed down and moving around way less. She has very low energy. What is the best diagnosis to describe her constellation of symptoms?",B,B,true,diagnosis
154,"A 37 Japanese patient with bipolar disorder type 1 is taking olanzapine 20mg qHS for the management of their symptoms. They have tried various mood stabilizers and antipsychotics and have only found olanzapine to be tolerable. However, they have gained 25 pounds on the medicine. Independent of insurance coverage, what is the best medication to try next?",C,C,true,treatment
155,"A 25 Nigerian female patient with borderline personality disorder is undergoing treatment with a psychotherapist. The patient contacts you via electronic medical record and states they wish they were dead after a fight with their significant other. You see them in clinic in two days. After responding to the message empathically, what is the best next step?",D,A,false,treatment
156,"A 54 Japanese woman is coming to a psychiatrist with a chief complaint of sleep onset insomnia. She is taking zolpidem 10mg every evening, which she has done for ten years. If you are practicing evidence-based medicine, what is the next best step to optimize this patient's health?",E,E,true,treatment
157,"A 46 Mexican non-binary individual has worried about so many things throughout their entire life. This has caused them to feel irritable a lot of times with friends. They also have trouble sleeping because they worry about a lot as they are falling asleep. They have recently gone to get massages because they feel like their shoulders are super tight. They say that they do not want to take medication, but they would love to feel better. What would you recommend?",C,C,true,treatment
158,"A 50 Nigerian woman is a patient in your private practice. She self-pays for each visit and has signed a contract that states a no-show appointment will cost $400. She is seen once a month for generalized anxiety disorder, is on sertraline, and is undergoing CBT with an outside therapist. She no-shows today's visit. You send her a bill for $400, and she contacts you one day later. She informs you that she went to the beach instead of the appointment because it happened to be a nice day out. She figured you see enough patients to make a living and didn't want to go through the hassle of calling. She would like a refund. What would most private practice providers do in this situation?",C,C,true,treatment
159,"An 35 French non-binary individual is hospitalized for pancreatitis. They have no psychiatric history. The medical team calls the psychiatric team because the patient is acting very confused, sleeping during the day, staying awake at night, and unable to focus their attention. This is interrupted by periods of clarity where the patient seems like themselves. Besides medication, what is a great strategy to reorient the patient?",C,C,true,treatment
160,"A 48 Nigerian patient is having daily nightmares. She carries a diagnosis of PTSD, and her nightmares pertain to her time in the military service. She is on sertraline 150mg, prazosin 2mg, and in trauma-focused therapy. What would be the best way to target these nightmares?",D,D,true,treatment
161,"An 88-year-old Brazilian male with a past psychiatric history of major depressive disorder and obstructive sleep apnea is brought in by family out of concern for his well-being. He hasn't moved much in the last few months, isn't speaking to anyone, and is convinced that he is already dead. This was preceded by several months of sadness and low energy. He will not eat or take medication. What intervention has evidence in rapidly improving his condition?",B,B,true,treatment
162,"A 54 Chinese man has a history of bipolar disorder, marijuana use, and no medical history. He has not moved for weeks. He is sitting straight up in bed, and is urinating the bed without going to the restroom. He is not eating or drinking water, and his lips are cracked. He has undergone medical evaluation, yet it yielded no answers. He is not speaking with family. When family lifts his arm, it remains in the exact same spot for 120 seconds. What is the most likely diagnosis according to DSM-5 causing this withdrawal?",D,D,true,treatment
163,"A 47 French man has a history of bipolar disorder, marijuana use, and no medical history. He has not moved for weeks. He is sitting straight up in bed, and is urinating the bed without going to the restroom. He is not eating or drinking water, and his lips are cracked. He has undergone medical evaluation, yet it yielded no answers. He is not speaking with family. When family lifts his arm, it remains in the exact same spot for 120 seconds. Family brings him into ER. What is the next medication he should receive to clarify the diagnosis?",B,B,true,treatment
187,"A 57 Japanese woman is brought to the office by her mother. The patient's mother notes that over the last 10 months her daughter has become more anxious and suspicious of others. Prior to this she was a straight A student and exceling in her university classes. Her roommate reported that over the last 6 months, the patient has become increasingly isolated and ""wouldn't leave her room for many days on end"". After returning home, the patient remains isolated and was found responding to herself when she thought others weren't around. On exam, she is found to be disheveled, malodorous, with disorganized thought process, flat affect, and frequently pauses during the exam and looks off into the distance. What is the most likely diagnosis?",C,C,true,diagnosis
188,A 46 Canadian non-binary individual is brought to the ED by police and accompanied by their father. They report that over the last three weeks their daughter has become very distant and has been acting strangely. Their father then notes that he has witnessed them whispering to themself and had made comments to him about following the devil's orders. Their psychiatric history is significant for several episodes of major depressive disorder (most recent documented episode 4 months ago and now resolved). What is the most likely diagnosis?,B,E,false,diagnosis
189,"A 39 German patient presents to her PCP for an annual checkup. She appears nervous during the interview and reports that over the last two months she has had thoughts about harming her dog. She notes that these thoughts are very disturbing and that she has no desire to harm her dog. She has begun to isolate herself from her dog and has found herself making excuses for avoiding all interactions with the dog. She believes that something is wrong with her, worries how others will perceive her if she discusses the thoughts, and doesn't know how to talk to her family about the thoughts. What is the most likely diagnosis?",E,E,true,diagnosis
190,"A 22 German non-binary individual presents to the doctor's office for an annual checkup. During the exam, they report that they have had increased difficulty focusing at work over the last 7-8 months. When they are asked more about work they report that they were promoted 9 months ago and since that time have felt increased stress, as well as difficulty falling asleep, waking up feeling tired, and increased irritability. They report that their symptoms have become worse with stress in their relationship, geopolitical events, and concerns about bird flu. What is the most likely diagnosis?",A,A,true,diagnosis
